SKU,Product Name,French Description,Category,"French Category Name
",num_of_inv,Line,Color,Size,Volume,Product UPC,MSRP,MAP,NET Price,List Price,Brand Code,Brand Discount Y/N,Brand Discount,Attention: Net Price Change,Attention: New Catalog SKU
TB2100099-01,BLOCK OUT EXT PRM -WHITE,{N/A},PRIMERS INSL X,APPRETS INSL X,8,0UA50,00,001,quart,023906759919,,,$44.05,$44.38,INS,N,0%,N,N
TB2100099-05,BLOCK OUT EXT PRM -WHITE,{N/A},PRIMERS INSL X,APPRETS INSL X,40,0UA50,00,005,,023906759926,,,$214.31,$215.93,INS,N,0%,N,N
TP2202099-01,LATEX TRAFFIC PAINT- RED,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,22,0TD58,02,001,quart,090548163015,,,$30.85,$31.08,INS,N,0%,N,N
TP2210099-01,ACRY LTX TRAF PT -WHITE,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,38,0TC31,00,001,quart,090548124412,,,$18.93,$19.07,INS,N,0%,N,N
TP2210099-05,ACRY LTX TRAF PT -WHITE,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,32,0TC31,00,005,,090548124450,,,$93.21,$93.91,INS,N,0%,N,N
TP2220099-01,ACRY LTX TRAF PT -BLACK,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,16,0TC31,20,001,quart,090548137610,,,$18.93,$19.07,INS,N,0%,N,N
TP2220099-05,ACRY LTX TRAF PT -BLACK,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,14,0TC31,20,005,,090548137658,,,$93.21,$93.91,INS,N,0%,N,N
TP2242099-01,ACRY LTX TRAF PT -HANDI BLUE,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,15,0TC31,42,001,quart,090548136415,,,$19.14,$19.28,INS,N,0%,N,N
TP2242099-05,ACRY LTX TRAF PT -HANDI BLUE,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,32,0TC31,42,005,,090548136453,,,$94.23,$94.94,INS,N,0%,N,N
TP2310099-05,FAST DRI LATEX TRAF-TRAFFIC WH,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,7,0TC31,43,005,,090548223863,,,$128.28,$129.25,INS,N,0%,N,N
TP2410099-05,ALKYD TRAFFIC PT -WHITE L/F,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,31,0TC58,10,005,,090548135258,,,$113.52,$114.38,INS,N,0%,N,N
TP3224099-01,INSLX LTX TRAFFIC -YELLOW,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,18,0TC82,40,001,quart,023906176839,,,$20.65,$20.81,INS,N,0%,N,N
TP3224099-05,INSLX LTX TRAFFIC -YELLOW,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,19,0TC82,40,005,,023906176891,,,$101.85,$102.62,INS,N,0%,N,N
TP3380099-05,INSLX ACRY FS TRAFF-YELLOW,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,25,0TC31,40,005,,023906343156,,,$121.60,$122.52,INS,N,0%,N,N
TP3424099-01,INSLX ALKYD TRAFF -YELLOW,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,32,0TC84,40,001,quart,023906343163,,,$24.76,$24.95,INS,N,0%,N,N
TP3424099-05,INSLX ALKYD TRAFF -YELLOW,{N/A},TRAFFIC PAINT,PEINTURE DE MARQUAGE ROUTIER,19,0TC84,40,005,,023906343170,,,$107.61,$108.42,INS,N,0%,N,N
TRC007099-05,TRU-FLEX BOND COAT -,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,10,0TD50,07,005,,090548153955,,,$148.55,$149.67,INS,N,0%,N,N
TRC035099-05,TRU-FLEX PATCH -N LEVEL,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,19,0TD50,35,005,,090548154051,,,$117.96,$118.85,INS,N,0%,N,N
TRC038099-01,TRU-FLEX SMOOTH -LINE MARKG,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,37,0TD50,80,001,quart,090548154310,,,$33.50,$33.75,INS,N,0%,N,N
TRC040099-05,TRU-FLEX FILLER -NEUTRAL,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,22,0TD50,00,005,,090548154457,,,$105.17,$105.96,INS,N,0%,N,N
TRC060099-05,TRU-FLEX CUSHION -BLACK,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,15,0TD50,23,005,,090548222620,,,$114.41,$115.27,INS,N,0%,N,N
TRC081099-05,TRU-FLEX FIN COAT -GREEN,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,31,0TD50,66,005,,090548154754,,,$117.96,$118.85,INS,N,0%,N,N
TRC082099-05,TRU-FLEX FIN COAT -RED,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,33,0TD50,65,005,,090548154853,,,$117.96,$118.85,INS,N,0%,N,N
TRC085099-05,TRU-FLEX SMOOTH -BLUE,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,12,0TD50,64,005,,090548221562,,,$117.96,$118.85,INS,N,0%,N,N
TRC089099-05,TRU-FLEX F.C. -DARK GREEN,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,19,0TD50,22,005,,090548155058,,,$117.96,$118.85,INS,N,0%,N,N
TRC281099-05,TRU-FLEX RTU -GREEN,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,44,0TD50,63,005,,090548155850,,,$140.30,$141.36,INS,N,0%,N,N
TRC282099-05,TRU-FLEX -TRUE RED,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,39,0TD50,62,005,,090548155959,,,$140.30,$141.36,INS,N,0%,N,N
TRC285099-05,TRU-FLEX TEXTURED -BLUE,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,24,0TD50,61,005,,090548221555,,,$140.30,$141.36,INS,N,0%,N,N
TRC289099-05,TRU-FLEX TEXTURED -DARK GREEN,{N/A},ATHLETIC   FIELD MARKING INSL X,MARQUAGE DE TERRAIN INSL X,41,0TD50,60,005,,090548222569,,,$140.30,$141.36,INS,N,0%,N,N
V027.00.1,COROTECH ACR SEALER-CLEAR,{N/A},PRIMERS CTECH,APPRETS COROTECH,43,0V027,00,001,quart,090548244592,,,$14.55,$17.88,CRT,Y,-18%,N,N
V027.00.5,COROTECH ACR SEALER-CLEAR,{N/A},PRIMERS CTECH,APPRETS COROTECH,41,0V027,00,005,,090548244608,,,$66.45,$81.65,CRT,Y,-18%,N,N
V110.01.1,ACRYLIC METAL PRIME-WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,44,0V110,01,001,quart,090548230571,,,$38.04,$46.74,CRT,Y,-18%,N,N
V110.01.5,ACRYLIC METAL PRIME-WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,13,0V110,01,005,,090548230588,,,$187.34,$230.19,CRT,Y,-18%,N,N
V110.20.1,ACRYLIC METAL PRIME-RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,27,0V110,20,001,quart,090548230595,,,$36.83,$45.26,CRT,Y,-18%,N,N
V110.20.5,ACRYLIC METAL PRIME-RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,24,0V110,20,005,,090548230601,,,$180.97,$222.37,CRT,Y,-18%,N,N
V125.20.5,COROTECH EPXY PRIME-RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,45,0V125,20,005,,090548244226,,,$176.51,$216.88,CRT,Y,-18%,N,N
V125.70.5,COROTECH EPXY PRIME-GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,20,0V125,70,005,,090548244202,,,$176.51,$216.88,CRT,Y,-18%,N,N
V131.70.5,UNIVERSAL MTL PRIME-GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,20,0V131,70,005,,090548230205,,,$219.34,$269.51,CRT,Y,-18%,N,N
V132.01.1,PREP ALL UNIV PRIME-WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,39,0V132,01,001,quart,090548230212,,,$30.46,$37.43,CRT,Y,-18%,N,N
V132.01.5,PREP ALL UNIV PRIME-WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,15,0V132,01,005,,090548230229,,,$148.94,$183.01,CRT,Y,-18%,N,N
V132.20.1,PREP ALL UNIV PRIME-RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,35,0V132,20,001,quart,090548230236,,,$28.24,$34.69,CRT,Y,-18%,N,N
V132.20.5,PREP ALL UNIV PRIME-RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,30,0V132,20,005,,090548230243,,,$137.80,$169.32,CRT,Y,-18%,N,N
V132.70.1,PREP ALL UNIV PRIME-GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,16,0V132,70,001,quart,090548230250,,,$28.24,$34.69,CRT,Y,-18%,N,N
V132.70.5,PREP ALL UNIV PRIME-GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,35,0V132,70,005,,090548230267,,,$137.80,$169.32,CRT,Y,-18%,N,N
V133.20.1,SHOP COTE PRIMER -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,19,0V133,20,001,quart,090548230274,,,$24.44,$30.03,CRT,Y,-18%,N,N
V133.20.5,SHOP COTE PRIMER -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,11,0V133,20,005,,090548230281,,,$117.94,$144.91,CRT,Y,-18%,N,N
V133.70.1,SHOP COTE PRIMER -GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,10,0V133,70,001,quart,090548230298,,,$27.45,$33.73,CRT,Y,-18%,N,N
V133.70.5,SHOP COTE PRIMER -GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,16,0V133,70,005,,090548230304,,,$135.58,$166.58,CRT,Y,-18%,N,N
V140.01.1,ALK FABRICATION PR -WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,21,0V140,01,001,quart,090548230311,,,$39.94,$49.07,CRT,Y,-18%,N,N
V140.20.1,ALK FABRICATION PR -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,23,0V140,20,001,quart,090548230328,,,$37.01,$45.47,CRT,Y,-18%,N,N
V140.20.5,ALK FABRICATION PR -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,38,0V140,20,005,,090548233985,,,$182.10,$223.76,CRT,Y,-18%,N,N
V142.20.1,SHOP PRIMER -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,34,0V142,20,001,quart,090548230342,,,$15.71,$19.31,CRT,Y,-18%,N,N
V142.20.5,SHOP PRIMER -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,45,0V142,20,005,,090548230359,,,$73.45,$90.26,CRT,Y,-18%,N,N
V142.70.1,SHOP PRIMER -GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,43,0V142,70,001,quart,090548230366,,,$15.71,$19.31,CRT,Y,-18%,N,N
V142.70.5,SHOP PRIMER -GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,42,0V142,70,005,,090548230373,,,$73.45,$90.26,CRT,Y,-18%,N,N
V150.20.1,POLY EPOXY PRIMER -RED,{N/A},PRIMERS CTECH,APPRETS COROTECH,23,0V150,20,001,quart,090548230434,,,$60.29,$74.08,CRT,Y,-18%,N,N
V150.70.1,POLY EPOXY PRIMER -GRAY,{N/A},PRIMERS CTECH,APPRETS COROTECH,42,0V150,70,001,quart,090548230441,,,$60.29,$74.08,CRT,Y,-18%,N,N
V150.90.1,POLY EPOXY PRIMER -CATALYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,42,0V150,90,001,quart,090548230458,,,$34.89,$42.86,CRT,Y,-18%,N,N
V155.00.1,100% EPOXY PRE PRIM-CLEAR,{N/A},PRIMERS CTECH,APPRETS COROTECH,25,0V155,00,001,quart,090548230410,,,$56.40,$69.31,CRT,Y,-18%,N,N
V155.90.4,100% EPOXY PRE PRIM-CATALYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,25,0V155,90,004,gallon,090548230427,,,$23.67,$29.08,CRT,Y,-18%,N,N
V156.00.1,MOIST TOL QUICK SET-CLEAR,{N/A},PRIMERS CTECH,APPRETS COROTECH,44,0V156,00,001,quart,023906524517,,,$41.02,$50.40,CRT,Y,-18%,N,N
V156.00.5,MOIST TOL QUICK SET-CLEAR,{N/A},PRIMERS CTECH,APPRETS COROTECH,37,0V156,00,005,,090548238447,,,$199.03,$244.55,CRT,Y,-18%,N,N
V156.90.1,MOIST TOL QUICK SET-CATALYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,16,0V156,90,001,quart,090548238454,,,$53.64,$65.92,CRT,Y,-18%,N,N
V156.90.4,MOIST TOL QUICK SET-CATALYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,22,0V156,90,004,gallon,023906524524,,,$21.46,$26.37,CRT,Y,-18%,N,N
V157.80.1,COAL TAR EPOXY -BLACK,{N/A},PRIMERS CTECH,APPRETS COROTECH,40,0V157,80,001,quart,090548230533,,,$38.68,$47.53,CRT,Y,-18%,N,N
V157.80.5,COAL TAR EPOXY -BLACK,{N/A},PRIMERS CTECH,APPRETS COROTECH,21,0V157,80,005,,090548230540,,,$189.39,$232.71,CRT,Y,-18%,N,N
V157.90.1,COAL TAR EPOXY -CATALYST 1G,{N/A},PRIMERS CTECH,APPRETS COROTECH,9,0V157,90,001,quart,090548230564,,,$82.40,$101.25,CRT,Y,-18%,N,N
V157.90.4,COAL TAR EPOXY -CATALYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,36,0V157,90,004,gallon,090548230557,,,$19.19,$23.58,CRT,Y,-18%,N,N
V160.86.1,EPOXY MASTIC COAT -TINT WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,7,0V160,86,001,quart,090548230465,,,$60.34,$74.15,CRT,Y,-18%,N,N
V160.87.1,EPOXY MASTIC COAT -DEEP BASE,{N/A},PRIMERS CTECH,APPRETS COROTECH,17,0V160,87,001,quart,090548230472,,,$58.10,$71.39,CRT,Y,-18%,N,N
V160.88.1,EPOXY MASTIC COAT -CLEAR BASE,{N/A},PRIMERS CTECH,APPRETS COROTECH,17,0V160,88,001,quart,090548230489,,,$54.96,$67.54,CRT,Y,-18%,N,N
V160.90.1,EPOXY MASTIC COAT -CATALYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,32,0V160,90,001,quart,090548230496,,,$44.92,$55.19,CRT,Y,-18%,N,N
V163.01.1,EPOXY BLOCK FILLER -WHITE,{N/A},PRIMERS CTECH,APPRETS COROTECH,37,0V163,01,001,quart,090548230502,,,$39.67,$48.75,CRT,Y,-18%,N,N
V163.90.1,EPOXY BLOCK FILLER -CATAYST,{N/A},PRIMERS CTECH,APPRETS COROTECH,24,0V163,90,001,quart,090548230519,,,$36.39,$44.71,CRT,Y,-18%,N,N
V175.00.1,WB BONDING PRIMER -GREEN,{N/A},PRIMERS CTECH,APPRETS COROTECH,26,0V175,00,001,quart,090548230649,,,$46.05,$56.59,CRT,Y,-18%,N,N
V180.00.1,RUST ARRESTOR,{N/A},CLEAN PREP SOLVENTS & ADDITIVES CTECH,SOLVANTS ADDITIFS NETT PREP COROTECH,25,0V180,00,001,quart,090548230632,,,$61.77,$75.90,CRT,Y,-18%,N,N
V200.01.1,URETHANE ALK GLOSS -WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,17,0V200,01,001,quart,090548232087,,,$38.78,$47.65,CRT,Y,-18%,N,N
V200.01.5,URETHANE ALK GLOSS -WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,8,0V200,01,005,,090548236160,,,$190.56,$234.15,CRT,Y,-18%,N,N
V200.10.1,URETHANE ALK GLOSS -SFTY YELLO,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,29,0V200,10,001,quart,090548231189,,,$54.34,$66.77,CRT,Y,-18%,N,N
V200.20.1,URETHANE ALK GLOSS -SAFETY RED,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,22,0V200,20,001,quart,090548231196,,,$54.34,$66.77,CRT,Y,-18%,N,N
V200.30.1,URETHANE ALK GLOSS -SFTY BLUE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,34,0V200,30,001,quart,090548231202,,,$54.34,$66.77,CRT,Y,-18%,N,N
V200.40.1,URETHANE ALK GLOSS -SFTY GREEN,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,12,0V200,40,001,quart,090548231219,,,$42.60,$52.34,CRT,Y,-18%,N,N
V200.62.1,URETHANE ALK GLOSS -BRONZETONE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,25,0V200,62,001,quart,090548231226,,,$42.60,$52.34,CRT,Y,-18%,N,N
V200.70.1,URETHANE ALK GLOSS -SILVER GRY,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,17,0V200,70,001,quart,090548231233,,,$38.78,$47.65,CRT,Y,-18%,N,N
V200.75.1,URETHANE ALK GLOSS -BATTLE GRY,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,23,0V200,75,001,quart,090548231240,,,$38.78,$47.65,CRT,Y,-18%,N,N
V200.78.1,URETHANE ALK GLOSS -ALUMINUM 1,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,25,0V200,78,001,quart,090548236177,,,$38.78,$47.65,CRT,Y,-18%,N,N
V200.78.5,URETHANE ALK GLOSS -ALUMINUM 5,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,6,0V200,78,005,,090548236184,,,$190.56,$234.15,CRT,Y,-18%,N,N
V200.80.1,URETHANE ALK GLOSS -BLACK,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,17,0V200,80,001,quart,090548231257,,,$38.78,$47.65,CRT,Y,-18%,N,N
V200.80.5,URETHANE ALK GLOSS -BLACK,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,16,0V200,80,005,,090548236191,,,$190.56,$234.15,CRT,Y,-18%,N,N
V200.81.1,URETHANE ALK GLOSS -WROUGHT BL,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,24,0V200,81,001,quart,090548243113,,,$44.08,$54.16,CRT,Y,-18%,N,N
V200.85.1,URETHANE ALK GLOSS -PASTEL BSE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,43,0V200,85,001,quart,090548231264,,,$37.33,$45.86,CRT,Y,-18%,N,N
V200.85.5,URETHANE ALK GLOSS -PASTEL BSE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,12,0V200,85,005,,090548236207,,,$184.87,$227.16,CRT,Y,-18%,N,N
V200.86.1,URETHANE ALK GLOSS -TINT BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,14,0V200,86,001,quart,090548231271,,,$35.88,$44.08,CRT,Y,-18%,N,N
V200.86.5,URETHANE ALK GLOSS -TINT BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,16,0V200,86,005,,090548236214,,,$177.62,$218.25,CRT,Y,-18%,N,N
V200.87.1,URETHANE ALK GLOSS -DEEP BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,38,0V200,87,001,quart,090548231288,,,$32.97,$40.51,CRT,Y,-18%,N,N
V200.87.5,URETHANE ALK GLOSS -DEEP BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,12,0V200,87,005,,090548236221,,,$163.10,$200.40,CRT,Y,-18%,N,N
V200.88.1,URETHANE ALK GLOSS -CLEAR BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,35,0V200,88,001,quart,090548231295,,,$27.15,$33.37,CRT,Y,-18%,N,N
V200.88.5,URETHANE ALK GLOSS -CLEAR BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,25,0V200,88,005,,090548236238,,,$134.07,$164.73,CRT,Y,-18%,N,N
V201.01.1,ALKYD URETHANE SEMI-WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,5,0V201,01,001,quart,090548231301,,,$38.78,$47.65,CRT,Y,-18%,N,N
V201.80.1,ALKYD URETHANE SEMI-BLACK,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,13,0V201,80,001,quart,090548231318,,,$38.78,$47.65,CRT,Y,-18%,N,N
V201.85.1,ALKYD URETHANE SEMI-PASTEL BSE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,41,0V201,85,001,quart,090548231325,,,$37.33,$45.86,CRT,Y,-18%,N,N
V201.86.1,ALKYD URETHANE SEMI-TINT BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,37,0V201,86,001,quart,090548231332,,,$35.88,$44.08,CRT,Y,-18%,N,N
V201.87.1,ALKYD URETHANE SEMI-DEEP BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,23,0V201,87,001,quart,090548231349,,,$32.97,$40.51,CRT,Y,-18%,N,N
V201.88.1,ALKYD URETHANE SEMI-CLEAR BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,40,0V201,88,001,quart,090548231356,,,$27.15,$33.37,CRT,Y,-18%,N,N
V210.80.5,COROTECH WR ALKYD -BLACK,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,33,0V210,80,005,,090548244189,,,$135.39,$166.35,CRT,Y,-18%,N,N
V210.86.1,COROTECH WR ALKYD -TINT WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,43,0V210,86,001,quart,090548244158,,,$29.03,$35.67,CRT,Y,-18%,N,N
V210.86.5,COROTECH WR ALKYD -TINT WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,40,0V210,86,005,,090548244882,,,$135.39,$166.35,CRT,Y,-18%,N,N
V210.88.1,COROTECH WR ALKYD -CLEAR BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,11,0V210,88,001,quart,090548244165,,,$23.64,$29.05,CRT,Y,-18%,N,N
V210.88.5,COROTECH WR ALKYD -CLEAR BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,38,0V210,88,005,,090548244899,,,$117.04,$143.80,CRT,Y,-18%,N,N
V225.10.1,COROTECH HS RAPID -SFTY YELLO,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,29,0V225,10,001,quart,090548244288,,,$64.34,$79.06,CRT,Y,-18%,N,N
V225.10.5,COROTECH HS RAPID -SFTY YELLO,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,26,0V225,10,005,,090548244295,,,$319.19,$392.19,CRT,Y,-18%,N,N
V225.20.1,COROTECH HS RAPID -SAFETY RED,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,39,0V225,20,001,quart,090548244271,,,$64.34,$79.06,CRT,Y,-18%,N,N
V225.80.1,COROTECH HS RAPID -BLACK,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,21,0V225,80,001,quart,090548244301,,,$38.77,$47.64,CRT,Y,-18%,N,N
V225.86.1,COROTECH HS RAPID -TINT WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,20,0V225,86,001,quart,090548244233,,,$52.02,$63.91,CRT,Y,-18%,N,N
V225.87.1,COROTECH HS RAPID -DEEP BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,42,0V225,87,001,quart,090548244257,,,$42.09,$51.72,CRT,Y,-18%,N,N
V225.88.1,COROTECH HS RAPID -CLEAR BASE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,15,0V225,88,001,quart,090548244264,,,$38.77,$47.64,CRT,Y,-18%,N,N
V230.01.1,QUICK DRY ENAMEL -WHITE,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,15,0V230,01,001,quart,090548231363,,,$38.95,$47.85,CRT,Y,-18%,N,N
V230.10.1,QUICK DRY ENAMEL -SFTY YELLO,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,38,0V230,10,001,quart,090548231370,,,$45.06,$55.36,CRT,Y,-18%,N,N
V230.20.1,QUICK DRY ENAMEL -SAFETY RED,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,21,0V230,20,001,quart,090548231387,,,$45.06,$55.36,CRT,Y,-18%,N,N
V230.50.1,QUICK DRY ENAMEL -SFTY ORANG,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,7,0V230,50,001,quart,090548231394,,,$45.06,$55.36,CRT,Y,-18%,N,N
V230.71.1,QUICK DRY ENAMEL -LIGHT GRAY,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,32,0V230,71,001,quart,090548231400,,,$38.95,$47.85,CRT,Y,-18%,N,N
V230.75.1,QUICK DRY ENAMEL -BATTL GRAY,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,8,0V230,75,001,quart,090548231417,,,$38.95,$47.85,CRT,Y,-18%,N,N
V230.80.1,QUICK DRY ENAMEL -BLACK,{N/A},MAINTANENCE & EQUIP ENAMELS,EMAILS POUR L ENTRETIEN ET LE MATERIEL,40,0V230,80,001,quart,090548231424,,,$38.95,$47.85,CRT,Y,-18%,N,N
